Property URL,MLS ID,Number of days on Zillow,Property price (USD),Zestimate (USD),Rent zestimate (USD per month),Tax assessed value (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Price per lot/land area unit (USD),Bedrooms,Bathrooms,Broker name,Broker agent,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,State,Country,Latitude,Longitude
"https://www.zillow.com/homedetails/187-Morrison-Dr-APT-13-Pittsburgh-PA-15216/11571415_zpid/","","","110000","111200","981","34200","10/13/2023","978","sqft","112.47","","","","1","1","","Darla Jobkar","No","No","Apt 13","187 Morrison Dr APT 13","Pittsburgh","15216","PA","USA","40.39441","-80.04732"
"https://www.zillow.com/homedetails/1001-Grandview-Ave-APT-306-Bridgeville-PA-15017/11434414_zpid/","","","119000","121800","1500","72000","10/12/2023","1117","sqft","106.54","104.54","sqft","1138.28","2","2","","Michelle Williams","No","No","Apt 306","1001 Grandview Ave APT 306","Bridgeville","15017","PA","USA","40.35342","-80.10545"
"https://www.zillow.com/homedetails/227-S-Home-Ave-APT-205-Pittsburgh-PA-15202/11325905_zpid/","","","120000","120000","1099","45000","10/10/2023","915","sqft","131.15","","","","2","1","","Sandra Toulouse","No","No","Apt 205","227 S Home Ave APT 205","Pittsburgh","15202","PA","USA","40.496544","-80.06349"
"https://www.zillow.com/homedetails/227-S-Home-Ave-APT-103-Pittsburgh-PA-15202/11325895_zpid/","","","122000","122000","1595","51100","10/02/2023","1000","sqft","122","","","","2","2","","Amber Scott","No","No","Apt 103","227 S Home Ave APT 103","Pittsburgh","15202","PA","USA","40.496544","-80.06349"
"https://www.zillow.com/homedetails/4002-Charlemagne-Cir-Pittsburgh-PA-15237/11522713_zpid/","","","106000","110900","950","66000","10/02/2023","735","sqft","144.22","","","","1","1","","Michael McAndrews","No","No","","4002 Charlemagne Cir","Pittsburgh","15237","PA","USA","40.544586","-80.01713"
"https://www.zillow.com/homedetails/2465-Brook-Ledge-Rd-APT-13A-Bridgeville-PA-15017/59856787_zpid/","","","120000","120000","1140","48600","09/28/2023","920","sqft","130.43","","sqft","","2","1","","Anthony Johnson II","No","No","Apt 13A","2465 Brook Ledge Rd APT 13A","Bridgeville","15017","PA","USA","40.32761","-80.12095"
"https://www.zillow.com/homedetails/4625-5th-Ave-APT-314-Pittsburgh-PA-15213/2059187741_zpid/","","","109750","","1725","","09/27/2023","","","","","sqft","","2","2","","Cindy Ingram","No","No","Apt 314","4625 5th Ave APT 314","Pittsburgh","15213","PA","USA","40.447445","-79.948006"
"https://www.zillow.com/homedetails/1513-Forest-Green-Dr-Coraopolis-PA-15108/11552164_zpid/","","","88500","88500","984","46500","09/26/2023","803","sqft","110.21","","","","1","1","","Cindy Rebeck","No","No","","1513 Forest Green Dr","Coraopolis","15108","PA","USA","40.507694","-80.21575"
"https://www.zillow.com/homedetails/1332-Forest-Green-Dr-Coraopolis-PA-15108/11552140_zpid/","","","118000","117900","1495","54300","09/22/2023","1124","sqft","104.98","","","","2","2","","Cindy Rebeck","No","No","","1332 Forest Green Dr","Coraopolis","15108","PA","USA","40.50796","-80.21602"
"https://www.zillow.com/homedetails/3204-Faronia-St-Pittsburgh-PA-15204/11587676_zpid/","","","13500","","1142","29000","09/20/2023","940","sqft","14.36","1633.5","sqft","8.26","2","1","","Jason Mazzei","No","No","","3204 Faronia St","Pittsburgh","15204","PA","USA","40.451645","-80.06648"
