Property URL,MLS ID,Number of days on Zillow,Property price (USD),Zestimate (USD),Rent zestimate (USD per month),Tax assessed value (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Price per lot/land area unit (USD),Bedrooms,Bathrooms,Broker name,Broker agent,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,State,Country,Latitude,Longitude
"https://www.zillow.com/homedetails/1159-Links-Way-Gibsonia-PA-15044/92379819_zpid/","","","334900","330800","2395","209900","10/13/2023","1652","sqft","202.72","","","","3","3","","Dan Reed","No","No","","1159 Links Way","Gibsonia","15044","PA","USA","40.650536","-79.88274"
"https://www.zillow.com/homedetails/825-Morewood-Ave-APT-L2-Pittsburgh-PA-15213/11529147_zpid/","","","392000","392000","3675","226300","10/11/2023","2357","sqft","166.31","","","","4","3","","Allison Pochapin","No","No","Apt L2","825 Morewood Ave APT L2","Pittsburgh","15213","PA","USA","40.44775","-79.94194"
"https://www.zillow.com/homedetails/9705-Sundance-Dr-Bridgeville-PA-15017/59858760_zpid/","","","274900","274900","1550","150000","10/10/2023","","","","435.6","sqft","631.08","2","2","","Brian Carothers","No","No","","9705 Sundance Dr","Bridgeville","15017","PA","USA","40.320763","-80.137665"
"https://www.zillow.com/homedetails/618-Essex-Ct-Pittsburgh-PA-15238/59837276_zpid/","","","380000","380000","3573","323900","10/06/2023","2886","sqft","131.67","1650.92","sqft","230.17","4","4","","David Sweeney","No","No","","618 Essex Ct","Pittsburgh","15238","PA","USA","40.524628","-79.92117"
"https://www.zillow.com/homedetails/2612-Michael-Dr-Pittsburgh-PA-15227/116179730_zpid/","","","299000","299000","2529","207800","10/02/2023","1704","sqft","175.47","962.68","sqft","310.59","3","4","","Imran Paniwala","No","No","","2612 Michael Dr","Pittsburgh","15227","PA","USA","40.395363","-79.96013"
"https://www.zillow.com/homedetails/333-S-Highland-Ave-APT-502-Pittsburgh-PA-15206/11624971_zpid/","","","307000","307000","1949","156600","09/29/2023","1214","sqft","252.88","","sqft","","2","2","","Tanner Hall","No","No","Apt 502","333 S Highland Ave APT 502","Pittsburgh","15206","PA","USA","40.45622","-79.92502"
"https://www.zillow.com/homedetails/105-Watson-Dr-Warrendale-PA-15086/300248513_zpid/","","","390000","390000","2640","251000","09/29/2023","2060","sqft","189.32","866.84","sqft","449.91","3","3","","Kim Esposito","No","No","","105 Watson Dr","Warrendale","15086","PA","USA","40.657803","-80.0873"
"https://www.zillow.com/homedetails/5048-5th-Ave-APT-204-Shadyside-PA-15232/2109058067_zpid/","","","383400","383400","2037","","09/29/2023","","","","","","","2","2","","Christine Healy","No","No","Apt 204","5048 5th Ave APT 204","Shadyside","15232","PA","USA","40.44725","-79.93991"
"https://www.zillow.com/homedetails/601-Forest-Edge-Ct-Wexford-PA-15090/11297655_zpid/","","","274000","274000","2100","161600","09/28/2023","1498","sqft","182.91","","","","2","3","","Shannon DeBolt Knapp","No","No","","601 Forest Edge Ct","Wexford","15090","PA","USA","40.60931","-80.058914"
"https://www.zillow.com/homedetails/750-Washington-Rd-APT-211-Pittsburgh-PA-15228/11311686_zpid/","","","295000","295000","1627","130000","09/28/2023","1410","sqft","209.22","","","","2","2","","Janet Hensler","No","No","Apt 211","750 Washington Rd APT 211","Pittsburgh","15228","PA","USA","40.379395","-80.04605"
