Property URL,MLS ID,Number of days on Zillow,Property price (USD),Zestimate (USD),Rent zestimate (USD per month),Tax assessed value (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Price per lot/land area unit (USD),Bedrooms,Bathrooms,Broker name,Broker agent,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,State,Country,Latitude,Longitude
"https://www.zillow.com/homedetails/3275-Niagara-Sq-Pittsburgh-PA-15213/11413303_zpid/","","","130000","119100","1200","59600","10/12/2023","460","sqft","282.61","565","sqft","230.09","1","1","","","No","No","","3275 Niagara Sq","Pittsburgh","15213","PA","USA","40.43461","-79.95979"
"https://www.zillow.com/homedetails/206-Parks-Rd-Mc-Donald-PA-15057/2089606534_zpid/","","","340000","","1114","","09/13/2023","","","","6290.06","sqft","54.05","12","6","","Barbara Baker","No","No","","206 Parks Rd","Mc Donald","15057","PA","USA","40.338158","-80.17364"
"https://www.zillow.com/homedetails/221-Meredith-St-Pittsburgh-PA-15210/11556978_zpid/","","","88000","117800","1200","67100","08/11/2023","","","","6181.16","sqft","14.24","4","2","","Maryjay Rush","No","No","","221 Meredith St","Pittsburgh","15210","PA","USA","40.39799","-79.98461"
"https://www.zillow.com/homedetails/320-Zara-St-Pittsburgh-PA-15210/11316994_zpid/","","","90000","","1900","65500","08/04/2023","2479","sqft","36.3","3750","sqft","24","3","2","","","No","No","","320 Zara St","Pittsburgh","15210","PA","USA","40.415546","-79.99404"
"https://www.zillow.com/homedetails/151-Fort-Pitt-Blvd-APT-604-Pittsburgh-PA-15222/87986241_zpid/","","","460000","459500","2471","313600","07/31/2023","1275","sqft","360.78","","","","2","2","","David Onufer","No","No","Apt 604","151 Fort Pitt Blvd APT 604","Pittsburgh","15222","PA","USA","40.43869","-80.00467"
"https://www.zillow.com/homedetails/1116-Berkshire-Ave-Pittsburgh-PA-15226/11653614_zpid/","","","165000","","850","113300","07/27/2023","1974","sqft","83.59","","","","1","1","","","No","No","","1116 Berkshire Ave","Pittsburgh","15226","PA","USA","40.389565","-80.01622"
"https://www.zillow.com/homedetails/311-Walpole-Dr-Pittsburgh-PA-15235/11451079_zpid/","","","130000","160000","1154","87400","07/25/2023","1050","sqft","123.81","7062","sqft","18.41","2","1","","","No","No","","311 Walpole Dr","Pittsburgh","15235","PA","USA","40.46534","-79.84631"
"https://www.zillow.com/homedetails/910-West-St-Homestead-PA-15120/11292399_zpid/","","","126500","126100","1165","24600","07/24/2023","1744","sqft","72.53","1742","sqft","72.62","2","1","","","No","No","","910 West St","Homestead","15120","PA","USA","40.404945","-79.911095"
"https://www.zillow.com/homedetails/411-Biddle-Ave-Pittsburgh-PA-15221/11342270_zpid/","","","190000","195400","1569","92700","07/14/2023","1100","sqft","172.73","3388","sqft","56.08","2","1.5","","","No","No","","411 Biddle Ave","Pittsburgh","15221","PA","USA","40.438274","-79.891685"
"https://www.zillow.com/homedetails/112-Washington-Pl-Pittsburgh-PA-15219/11420532_zpid/","","","110000","152600","1849","68200","03/04/2021","1000","sqft","110","10585","sqft","10.39","2","2","","","No","No","","112 Washington Pl","Pittsburgh","15219","PA","USA","40.439552","-79.99235"
"https://www.zillow.com/homedetails/1025-Towervue-Dr-Pittsburgh-PA-15227/11551967_zpid/","","","156843","","1634","99900","07/12/2023","1188","sqft","132.02","8250","sqft","19.01","3","2","","","No","No","","1025 Towervue Dr","Pittsburgh","15227","PA","USA","40.397285","-79.96386"
"https://www.zillow.com/homedetails/420-N-Chestnut-St-APT-708-Pittsburgh-PA-15202/11325008_zpid/","","","70000","70200","959","57500","07/11/2023","760","sqft","92.11","187.31","sqft","373.72","1","1","","Melissa Faulkner","No","No","Apt 708","420 N Chestnut St APT 708","Pittsburgh","15202","PA","USA","40.50042","-80.06513"
"https://www.zillow.com/homedetails/4129-Murray-Ave-Pittsburgh-PA-15217/11636432_zpid/","","","342500","365100","1367","166500","07/03/2023","2944","sqft","116.34","4800","sqft","71.35","2","1","","","No","No","","4129 Murray Ave","Pittsburgh","15217","PA","USA","40.424","-79.92806"
